id,name,type,validSince,validUntil,$.data.uuid,$.data.imageId,$.data.text,$.data.folder,$.data.url,$.data.imageUrl,$.data.nyplUrl,geometry
705513f-a,Brooklyn: Lott Street - Erasmus Street,st:Photo,1932,1932,e9bd7c60-c536-012f-07e7-58d385a7bc34,705513f,"LLott .3t., at the S.E. corner of Erasmus Street. In the background, is seen the steeple of the Holy Cross (R.C.) Church, on Erasmus Street.\nMarch 29, 1932.\nP. L. Sperr.\n","Lott Street & Erasmus Street, Brooklyn, NY",https://www.oldnyc.org/#705513f-a,http://oldnyc-assets.nypl.org/600px/705513f-a.jpg,http://digitalcollections.nypl.org/items/e9bd7c60-c536-012f-07e7-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.954179,40.649572]}"
705520f-a,Brooklyn: Luquer Street - Hamilton Avenue,st:Photo,1940,1940,ec34f5a0-c536-012f-3132-58d385a7bc34,705520f,"Luqueer Street, e. fr. Hamilton Avenue, Brooklyn.\nP. L. Sperr, photographer\nJuly 24, 1940\nNeg. No. A-11I9\n","Luquer Street & Hamilton Avenue, Brooklyn, NY",https://www.oldnyc.org/#705520f-a,http://oldnyc-assets.nypl.org/600px/705520f-a.jpg,http://digitalcollections.nypl.org/items/ec34f5a0-c536-012f-3132-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.001948,40.677853]}"
705522f-a,Brooklyn: Luquer Street - Clinton Street,st:Photo,1930,1930,ecf19ff0-c536-012f-0bb6-58d385a7bc34,705522f,"Luquer Street,south side, east from and including Clinton Street. A view of Harimeskirkko Sudmans Kirkham (a Finnish Church). In the background, is a view of the steeple of St. Mary's R.C. Church.\nJuly 4, 1939.\nP. L. Sperr.\n","Luquer Street & Clinton Street, Brooklyn, NY",https://www.oldnyc.org/#705522f-a,http://oldnyc-assets.nypl.org/600px/705522f-a.jpg,http://digitalcollections.nypl.org/items/ecf19ff0-c536-012f-0bb6-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.00039,40.677686]}"
705523f-a,Brooklyn: Lynch Street - Harrison Avenue,st:Photo,1928,1928,ed455c60-c536-012f-9d8a-58d385a7bc34,705523f,"(1)\nLynch Street, west from Harrison Ave. At right foreground, is a view of the 47th Regiment headquarters of the N.Y. State Armory.\nOctober 1928.\nEugene L. Armbruster Collection.\n(2)\nSame, showing view on Marcy Ave. Corner stone laid in 1883.\nOctober 1928.\nEugene L. Armbruster Collection.\n","Lynch Street & Harrison Avenue, Brooklyn, NY",https://www.oldnyc.org/#705523f-a,http://oldnyc-assets.nypl.org/600px/705523f-a.jpg,http://digitalcollections.nypl.org/items/ed455c60-c536-012f-9d8a-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.951263,40.703851]}"
705525f-a,Brooklyn: Lynch Street - Broadway,st:Photo,1931,1931,edff6bb0-c536-012f-f132-58d385a7bc34,705525f,"240-254 Lynch Strcet, south side, at the S.W. corner of Broadway, Brooklyn At extreme left, is the Broadway Brooklyn Elevated Line of the B.M.T.\nNo. 240 is at the right foreground.\nMarch 24, 1931.\nP. L. Sperr.\n","Lynch Street & Broadway, Brooklyn, NY",https://www.oldnyc.org/#705525f-a,http://oldnyc-assets.nypl.org/600px/705525f-a.jpg,http://digitalcollections.nypl.org/items/edff6bb0-c536-012f-f132-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.949482,40.705006]}"
705532f-a,Brooklyn: Avenue M - 53rd Street (East),st:Photo,1922,1922,f0f29de0-c536-012f-e548-58d385a7bc34,705532f,,"Avenue M & 53rd Street (East), Brooklyn, NY",https://www.oldnyc.org/#705532f-a,http://oldnyc-assets.nypl.org/600px/705532f-a.jpg,http://digitalcollections.nypl.org/items/f0f29de0-c536-012f-e548-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.924242,40.621529]}"
705532f-b,Brooklyn: Avenue M - 53rd Street (East),st:Photo,1922,1922,f0f29de0-c536-012f-e548-58d385a7bc34,705532f,,"Avenue M & 53rd Street (East), Brooklyn, NY",https://www.oldnyc.org/#705532f-b,http://oldnyc-assets.nypl.org/600px/705532f-b.jpg,http://digitalcollections.nypl.org/items/f0f29de0-c536-012f-e548-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.924242,40.621529]}"
705533f-a,Brooklyn: MacDougal Street - Fulton Street,st:Photo,1936,1936,f1415c90-c536-012f-9414-58d385a7bc34,705533f,"MacDougal Street, east from Fulton Street, showing a W.P.A. sewer project.\n1936\nWorks Progress Administration\nFive Boroughs Project","MacDougal Street & Fulton Street, Brooklyn, NY",https://www.oldnyc.org/#705533f-a,http://oldnyc-assets.nypl.org/600px/705533f-a.jpg,http://digitalcollections.nypl.org/items/f1415c90-c536-012f-9414-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.921681,40.67887]}"
705534f-a,Brooklyn: Ralph Avenue - MacDougal Street,st:Photo,1942,1942,f1a8b0a0-c536-012f-8811-58d385a7bc34,705534f,"1. N.E. corner of Ralph Ave. A MacDougal St. from\nFulton St. Brooklyn.\nMay 12, 1942\n\n2. N.W. corner of MacDougal St. & Ralph Ave. Brooklyn\nMay 12, 1942\nP.L. Sperr, photographer\n","Ralph Avenue & MacDougal Street, Brooklyn, NY",https://www.oldnyc.org/#705534f-a,http://oldnyc-assets.nypl.org/600px/705534f-a.jpg,http://digitalcollections.nypl.org/items/f1a8b0a0-c536-012f-8811-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.921681,40.67887]}"
705534f-b,Brooklyn: Ralph Avenue - MacDougal Street,st:Photo,1942,1942,f1a8b0a0-c536-012f-8811-58d385a7bc34,705534f,"1. N.E. corner of Ralph Ave. A MacDougal St. from\nFulton St. Brooklyn.\nMay 12, 1942\n\n2. N.W. corner of MacDougal St. & Ralph Ave. Brooklyn\nMay 12, 1942\nP.L. Sperr, photographer\n","Ralph Avenue & MacDougal Street, Brooklyn, NY",https://www.oldnyc.org/#705534f-b,http://oldnyc-assets.nypl.org/600px/705534f-b.jpg,http://digitalcollections.nypl.org/items/f1a8b0a0-c536-012f-8811-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.921681,40.67887]}"
705537f-a,Brooklyn: MacDougal Street - Rockaway Avenue,st:Photo,1931,1931,f2eab060-c536-012f-9caf-58d385a7bc34,705537f,"(oDougal Street,(right), at the northeast corner of Rockaway\nAvenue, showing Public School No. 73.\nB oard of Education of the Sity of New (ork June 25, 1931\n","MacDougal Street & Rockaway Avenue, Brooklyn, NY",https://www.oldnyc.org/#705537f-a,http://oldnyc-assets.nypl.org/600px/705537f-a.jpg,http://digitalcollections.nypl.org/items/f2eab060-c536-012f-9caf-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.911228,40.680239]}"
705538f-a,Brooklyn: MacDougal Street - Stone Avenue,st:Photo,1941,1941,f33f7900-c536-012f-0dd5-58d385a7bc34,705538f,"MacDougal Street and Stone Avenue, n.e. cor., Brooklyn.\nP. L. Sperr, photographer\nAug. 3, 1941\nNeg. No. A-1116\n","MacDougal Street & Stone Avenue, Brooklyn, NY",https://www.oldnyc.org/#705538f-a,http://oldnyc-assets.nypl.org/600px/705538f-a.jpg,http://digitalcollections.nypl.org/items/f33f7900-c536-012f-0dd5-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.908571,40.680554]}"
705542f-a,Brooklyn: Macon Street - Lewis Avenue,st:Photo,1936,1936,f4df2ab0-c536-012f-693c-58d385a7bc34,705542f,"Macon Street, west from Lewis Avenue, showing the W. P. A. conducting a sewer project.\nMay 6, 1936\nWorks Progress Administration\nFive Boroughs Project\n","Macon Street & Lewis Avenue, Brooklyn, NY",https://www.oldnyc.org/#705542f-a,http://oldnyc-assets.nypl.org/600px/705542f-a.jpg,http://digitalcollections.nypl.org/items/f4df2ab0-c536-012f-693c-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.935008,40.682764]}"
705544f-a,Brooklyn: Madison Street - Nostrand Avenue,st:Photo,1941,1941,f5a44840-c536-012f-5d85-58d385a7bc34,705544f,"Madison Street (right), at the northeast corner of Nostrand Avenue. The buildings on Nostrand Avenue extend to Monroe Street.\nP. L. Sperr August 26, 1941\n","Madison Street & Nostrand Avenue, Brooklyn, NY",https://www.oldnyc.org/#705544f-a,http://oldnyc-assets.nypl.org/600px/705544f-a.jpg,http://digitalcollections.nypl.org/items/f5a44840-c536-012f-5d85-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.950446,40.684735]}"
705545f-a,Brooklyn: Main Street - Front Street,st:Photo,1924,1924,f6026180-c536-012f-ebc3-58d385a7bc34,705545f,"(1)\nMain Street, west side, south from Front Street, showing the Brooklyn Bridge in the background. The peaked roof house shown in the\nforeground has been unchanged in one hundred years.\nJuly 1924.\nEugene L. Armbruster Collection.\n(2)\nThe same, viewed in the opposite direction, showing the 10 story Sweeney Manufacturing Company building at the S.W. corner of Main and Water Streets. Also seen in the background is a partial view of the\nManhattan Bridge.\nAbout July 1924.\nEumene L. Armbruster Collection.\n","Main Street & Front Street, Brooklyn, NY",https://www.oldnyc.org/#705545f-a,http://oldnyc-assets.nypl.org/600px/705545f-a.jpg,http://digitalcollections.nypl.org/items/f6026180-c536-012f-ebc3-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.990702,40.702539]}"
705545f-b,Brooklyn: Main Street - Front Street,st:Photo,1924,1924,f6026180-c536-012f-ebc3-58d385a7bc34,705545f,"(1)\nMain Street, west side, south from Front Street, showing the Brooklyn Bridge in the background. The peaked roof house shown in the\nforeground has been unchanged in one hundred years.\nJuly 1924.\nEugene L. Armbruster Collection.\n(2)\nThe same, viewed in the opposite direction, showing the 10 story Sweeney Manufacturing Company building at the S.W. corner of Main and Water Streets. Also seen in the background is a partial view of the\nManhattan Bridge.\nAbout July 1924.\nEumene L. Armbruster Collection.\n","Main Street & Front Street, Brooklyn, NY",https://www.oldnyc.org/#705545f-b,http://oldnyc-assets.nypl.org/600px/705545f-b.jpg,http://digitalcollections.nypl.org/items/f6026180-c536-012f-ebc3-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.990702,40.702539]}"
705546f-a,Brooklyn: Main Street - Front Street,st:Photo,1926,1926,f672ddb0-c536-012f-5ed1-58d385a7bc34,705546f,"Main Street, south from Front Street, showing the Brooklyn Bridge in\nthe background.\nJune 1926.\nBrown Brothers.\n","Main Street & Front Street, Brooklyn, NY",https://www.oldnyc.org/#705546f-a,http://oldnyc-assets.nypl.org/600px/705546f-a.jpg,http://digitalcollections.nypl.org/items/f672ddb0-c536-012f-5ed1-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.990702,40.702539]}"
705548f-a,Brooklyn: Main Street - Front Street,st:Photo,1931,1931,f72e8270-c536-012f-d85a-58d385a7bc34,705548f,"50 Main Street, at the S.W. corner of Front Street.\nFebruary 3, 1931.\nP. L. Sperr.\n","Main Street & Front Street, Brooklyn, NY",https://www.oldnyc.org/#705548f-a,http://oldnyc-assets.nypl.org/600px/705548f-a.jpg,http://digitalcollections.nypl.org/items/f72e8270-c536-012f-d85a-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.990702,40.702539]}"
705552f-a,Brooklyn: Manhattan Avenue - Greenpoint Avenue,st:Photo,1939,1939,f8b4ded0-c536-012f-8658-58d385a7bc34,705552f,"Manhattan Avenue, south from Greenpoint Avenue, showing at the S.E. corner the Corn Exchange Bank. On the same side of the street is seen the spire of St. Anthony's Roman Catholic Church.\nJuly 25, 1939\nP. L. Sperr\n","Manhattan Avenue & Greenpoint Avenue, Brooklyn, NY",https://www.oldnyc.org/#705552f-a,http://oldnyc-assets.nypl.org/600px/705552f-a.jpg,http://digitalcollections.nypl.org/items/f8b4ded0-c536-012f-8658-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.954274,40.730198]}"
705565f-a,Brooklyn: Myrtle Avenue - Gates Avenue,st:Photo,1923,1923,fdb7a840-c536-012f-22d8-58d385a7bc34,705565f,"Manhattan Beach Railroad, now Long Island Railroad, eastward from the Myrtle Ave. Elevated station of the B.M.T. at Myrtle and Gates Aves. This is its right-of-way, and not a street. (for further views of the Manhattan\nBeach Railroad see the Borough of Queens).\nAugust 1923.\nEugene L. Armbruster Collection.\n","Myrtle Avenue & Gates Avenue, Brooklyn, NY",https://www.oldnyc.org/#705565f-a,http://oldnyc-assets.nypl.org/600px/705565f-a.jpg,http://digitalcollections.nypl.org/items/fdb7a840-c536-012f-22d8-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.91228,40.699422]}"
705566f-a,Brooklyn: Maple Street - Nostrand Avenue,st:Photo,1932,1932,fe2695d0-c536-012f-0771-58d385a7bc34,705566f,"Maple Street, north side, east from Nostrand Ave. The view shows\nthe rectory of St. Francis R.C. Church.\nMarch 29, 1932.\nP. L. Sperr.\n","Maple Street & Nostrand Avenue, Brooklyn, NY",https://www.oldnyc.org/#705566f-a,http://oldnyc-assets.nypl.org/600px/705566f-a.jpg,http://digitalcollections.nypl.org/items/fe2695d0-c536-012f-0771-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.950662,40.660811]}"
705567f-a,Brooklyn: Maple Street - Schenectady Avenue,st:Photo,1930,1930,fe73cda0-c536-012f-a748-58d385a7bc34,705567f,"Maple Street (right), south side, West from Schenectady to Troy Avenues, showing the Boys' High School athletic field. The south\nside of the field is bounded by Midwood Street.\nBoard of Education of the City of New York May 9, 1930\n","Maple Street & Schenectady Avenue, Brooklyn, NY",https://www.oldnyc.org/#705567f-a,http://oldnyc-assets.nypl.org/600px/705567f-a.jpg,http://digitalcollections.nypl.org/items/fe73cda0-c536-012f-a748-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.934399,40.661863]}"
705568f-a,Brooklyn: Marcy Avenue - 9th Street (South),st:Photo,1941,1941,fee700c0-c536-012f-9e60-58d385a7bc34,705568f,"Marcy Avenue, north across South 9th Street. The elevated station\nis on Broadway.\nP. L. Sperr September lb, 1941\n","Marcy Avenue & 9th Street (South), Brooklyn, NY",https://www.oldnyc.org/#705568f-a,http://oldnyc-assets.nypl.org/600px/705568f-a.jpg,http://digitalcollections.nypl.org/items/fee700c0-c536-012f-9e60-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.958185,40.708031]}"
705569f-a,Brooklyn: Marcy Avenue - Division Avenue,st:Photo,1929,1929,ff3e8fb0-c536-012f-3bae-58d385a7bc34,705569f,"Marcy Ave., south from its intersection with Division Ave. In the center is the Carnegie Library; behind it the Eastern District High School.\nMarch 1929.\nEugene L. Armbruster Collection.\n","Marcy Avenue & Division Avenue, Brooklyn, NY",https://www.oldnyc.org/#705569f-a,http://oldnyc-assets.nypl.org/600px/705569f-a.jpg,http://digitalcollections.nypl.org/items/ff3e8fb0-c536-012f-3bae-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.958455,40.707253]}"
705570f-a,Brooklyn: Marcy Avenue - Keap Street,st:Photo,1941,1941,ffafe860-c536-012f-dba9-58d385a7bc34,705570f,"1. Williamsburg Community House of Emanuel Baptist Church, s.e. Corner of Marcy Ave. & Keap St. Brooklyn.\nSept. 20, 1941\n:. East Side of Keap St. at Marcy Ave. Brooklyn.\nSept. 20, 1941\nP.L. Sperr, photographer\n","Marcy Avenue & Keap Street, Brooklyn, NY",https://www.oldnyc.org/#705570f-a,http://oldnyc-assets.nypl.org/600px/705570f-a.jpg,http://digitalcollections.nypl.org/items/ffafe860-c536-012f-dba9-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.956967,40.706003]}"
705570f-b,Brooklyn: Marcy Avenue - Keap Street,st:Photo,1941,1941,ffafe860-c536-012f-dba9-58d385a7bc34,705570f,"1. Williamsburg Community House of Emanuel Baptist Church, s.e. Corner of Marcy Ave. & Keap St. Brooklyn.\nSept. 20, 1941\n:. East Side of Keap St. at Marcy Ave. Brooklyn.\nSept. 20, 1941\nP.L. Sperr, photographer\n","Marcy Avenue & Keap Street, Brooklyn, NY",https://www.oldnyc.org/#705570f-b,http://oldnyc-assets.nypl.org/600px/705570f-b.jpg,http://digitalcollections.nypl.org/items/ffafe860-c536-012f-dba9-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.956967,40.706003]}"
705571f-a,Brooklyn: Marcy Avenue - Penn Street,st:Photo,1926,1926,001cdc30-c537-012f-731b-58d385a7bc34,705571f,"Marcy Ave., at the S.W. corner of Penn. Street, showing the former St.\nPaul's Methodist Episcopal Church.\nJune 1926.\nBrown Brothers.\n","Marcy Avenue & Penn Street, Brooklyn, NY",https://www.oldnyc.org/#705571f-a,http://oldnyc-assets.nypl.org/600px/705571f-a.jpg,http://digitalcollections.nypl.org/items/001cdc30-c537-012f-731b-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.955074,40.704312]}"
705573f-a,Brooklyn: Marcy Avenue - Lynch Street,st:Photo,1936,1936,00e360d0-c537-012f-8466-58d385a7bc34,705573f,"Marcy Avenue, north from Lynch Street, showing W. P. A. track removal operations. The buildings nre on the west side of the avenue. View 2 is north from Heyward Avenue, and view 8 is north from Rutledge Street. Lynch Avenue, Heyward Avenue, and Rutledge Street follow each other consecutively from south to\nnorth.\nJune 24, 1936\nViews 1,2,3\nWorks Progress Administration\nFive Boroughs Project\n","Marcy Avenue & Lynch Street, Brooklyn, NY",https://www.oldnyc.org/#705573f-a,http://oldnyc-assets.nypl.org/600px/705573f-a.jpg,http://digitalcollections.nypl.org/items/00e360d0-c537-012f-8466-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.953181,40.702617]}"
705573f-b,Brooklyn: Marcy Avenue - Lynch Street,st:Photo,1936,1936,00e360d0-c537-012f-8466-58d385a7bc34,705573f,"Marcy Avenue, north from Lynch Street, showing W. P. A. track removal operations. The buildings nre on the west side of the avenue. View 2 is north from Heyward Avenue, and view 8 is north from Rutledge Street. Lynch Avenue, Heyward Avenue, and Rutledge Street follow each other consecutively from south to\nnorth.\nJune 24, 1936\nViews 1,2,3\nWorks Progress Administration\nFive Boroughs Project\n","Marcy Avenue & Lynch Street, Brooklyn, NY",https://www.oldnyc.org/#705573f-b,http://oldnyc-assets.nypl.org/600px/705573f-b.jpg,http://digitalcollections.nypl.org/items/00e360d0-c537-012f-8466-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.953181,40.702617]}"
705573f-c,Brooklyn: Marcy Avenue - Lynch Street,st:Photo,1936,1936,00e360d0-c537-012f-8466-58d385a7bc34,705573f,"Marcy Avenue, north from Lynch Street, showing W. P. A. track removal operations. The buildings nre on the west side of the avenue. View 2 is north from Heyward Avenue, and view 8 is north from Rutledge Street. Lynch Avenue, Heyward Avenue, and Rutledge Street follow each other consecutively from south to\nnorth.\nJune 24, 1936\nViews 1,2,3\nWorks Progress Administration\nFive Boroughs Project\n","Marcy Avenue & Lynch Street, Brooklyn, NY",https://www.oldnyc.org/#705573f-c,http://oldnyc-assets.nypl.org/600px/705573f-c.jpg,http://digitalcollections.nypl.org/items/00e360d0-c537-012f-8466-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.953181,40.702617]}"
705576f-a,Brooklyn: Marcy Avenue - Lexington Avenue,st:Photo,1941,1941,020e4cc0-c537-012f-f4e1-58d385a7bc34,705576f,"Marcy Avenue, north from Lexington Avenue. The wooded area is Tompkins Park.\n\nPL Sperr, August 6, 1941","Marcy Avenue & Lexington Avenue, Brooklyn, NY",https://www.oldnyc.org/#705576f-a,http://oldnyc-assets.nypl.org/600px/705576f-a.jpg,http://digitalcollections.nypl.org/items/020e4cc0-c537-012f-f4e1-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.947748,40.688044]}"
705577f-a,Brooklyn: Marcy Avenue - Monroe Street,st:Photo,1935,1935,025c1c10-c537-012f-0779-58d385a7bc34,705577f,"Marcy Avenue, north from Monroe Street, showing a W. P. A. street improvement project. In the left foreground, at the S. W. corner of Gates Avenue, is St. Georges Church. View 2 shows the avenue, north from Quincy Street\nand the ""E1"" on Lexington Avenue.\nJune 27, 1935\nViews 1,2\nWorks Progress Administration\nFive Boroughs Project\n","Marcy Avenue & Monroe Street, Brooklyn, NY",https://www.oldnyc.org/#705577f-a,http://oldnyc-assets.nypl.org/600px/705577f-a.jpg,http://digitalcollections.nypl.org/items/025c1c10-c537-012f-0779-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.94731,40.685846]}"
705577f-b,Brooklyn: Marcy Avenue - Monroe Street,st:Photo,1935,1935,025c1c10-c537-012f-0779-58d385a7bc34,705577f,"Marcy Avenue, north from Monroe Street, showing a W. P. A. street improvement project. In the left foreground, at the S. W. corner of Gates Avenue, is St. Georges Church. View 2 shows the avenue, north from Quincy Street\nand the ""E1"" on Lexington Avenue.\nJune 27, 1935\nViews 1,2\nWorks Progress Administration\nFive Boroughs Project\n","Marcy Avenue & Monroe Street, Brooklyn, NY",https://www.oldnyc.org/#705577f-b,http://oldnyc-assets.nypl.org/600px/705577f-b.jpg,http://digitalcollections.nypl.org/items/025c1c10-c537-012f-0779-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.94731,40.685846]}"
705578f-a,Brooklyn: Marcy Avenue - Putnam Avenue,st:Photo,1912,1912,02bc1d50-c537-012f-8b4f-58d385a7bc34,705578f,"Marcy Ave., at the N.W. corner of Putnam Ave., showing the Boys High\nSchool.\nAbout 1912.\nEugene L. Armbruster Collection.\n","Marcy Avenue & Putnam Avenue, Brooklyn, NY",https://www.oldnyc.org/#705578f-a,http://oldnyc-assets.nypl.org/600px/705578f-a.jpg,http://digitalcollections.nypl.org/items/02bc1d50-c537-012f-8b4f-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.947017,40.68438]}"
705579f-a,Brooklyn: Marine Avenue - 95th Street,st:Photo,1928,1928,0307bd80-c537-012f-4e88-58d385a7bc34,705579f,"112 Marine Ave.(right) at the N.W. corner of 95th Street (left), showing the ""Jeanne Ann"", one of many apartment houses being erected in this area of Brooklyn.\nAbout 1928.\n","Marine Avenue & 95th Street, Brooklyn, NY",https://www.oldnyc.org/#705579f-a,http://oldnyc-assets.nypl.org/600px/705579f-a.jpg,http://digitalcollections.nypl.org/items/0307bd80-c537-012f-4e88-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-74.036466,40.617951]}"
705580f-a,Brooklyn: Marine Park.,st:Photo,1935,1935,037314c0-c537-012f-8f18-58d385a7bc34,705580f,"Marine Park: Marine Park Canal in Marine Park showing a set of two views at different angles. Note the pretzel vendor in view No. 2.\nJune 23, 1935.\nP. L. Sperr.\n","Marine Park., Brooklyn, NY",https://www.oldnyc.org/#705580f-a,http://oldnyc-assets.nypl.org/600px/705580f-a.jpg,http://digitalcollections.nypl.org/items/037314c0-c537-012f-8f18-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.92083,40.59804]}"
705580f-b,Brooklyn: Marine Park.,st:Photo,1935,1935,037314c0-c537-012f-8f18-58d385a7bc34,705580f,"Marine Park: Marine Park Canal in Marine Park showing a set of two views at different angles. Note the pretzel vendor in view No. 2.\nJune 23, 1935.\nP. L. Sperr.\n","Marine Park., Brooklyn, NY",https://www.oldnyc.org/#705580f-b,http://oldnyc-assets.nypl.org/600px/705580f-b.jpg,http://digitalcollections.nypl.org/items/037314c0-c537-012f-8f18-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.92083,40.59804]}"
705581f-a,Brooklyn: Marine Park.,st:Photo,1935,1935,03ead860-c537-012f-5e96-58d385a7bc34,705581f,"Marine Park: A set of three views looking southeastward from Marine Park Beach at Gerritsen Creek and Plumb Beach Channel, towards Flatbush Ave. (seen in the background with cars thereon). This area will be filled leaving onky a canal, the rest of it is to be used for recreational\npurposes.\nJune 23, 1935.\nP. L. Sperr.\n","Marine Park., Brooklyn, NY",https://www.oldnyc.org/#705581f-a,http://oldnyc-assets.nypl.org/600px/705581f-a.jpg,http://digitalcollections.nypl.org/items/03ead860-c537-012f-5e96-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.92083,40.59804]}"
705581f-b,Brooklyn: Marine Park.,st:Photo,1935,1935,03ead860-c537-012f-5e96-58d385a7bc34,705581f,"Marine Park: A set of three views looking southeastward from Marine Park Beach at Gerritsen Creek and Plumb Beach Channel, towards Flatbush Ave. (seen in the background with cars thereon). This area will be filled leaving onky a canal, the rest of it is to be used for recreational\npurposes.\nJune 23, 1935.\nP. L. Sperr.\n","Marine Park., Brooklyn, NY",https://www.oldnyc.org/#705581f-b,http://oldnyc-assets.nypl.org/600px/705581f-b.jpg,http://digitalcollections.nypl.org/items/03ead860-c537-012f-5e96-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.92083,40.59804]}"
705581f-c,Brooklyn: Marine Park.,st:Photo,1935,1935,03ead860-c537-012f-5e96-58d385a7bc34,705581f,"Marine Park: A set of three views looking southeastward from Marine Park Beach at Gerritsen Creek and Plumb Beach Channel, towards Flatbush Ave. (seen in the background with cars thereon). This area will be filled leaving onky a canal, the rest of it is to be used for recreational\npurposes.\nJune 23, 1935.\nP. L. Sperr.\n","Marine Park., Brooklyn, NY",https://www.oldnyc.org/#705581f-c,http://oldnyc-assets.nypl.org/600px/705581f-c.jpg,http://digitalcollections.nypl.org/items/03ead860-c537-012f-5e96-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.92083,40.59804]}"
705582f-a,Brooklyn: Marine Park - Marine Park Beach.,st:Photo,1935,1935,0453e170-c537-012f-8bba-58d385a7bc34,705582f,"Marine Park: A view of Marine Park Beach near the Canal.\nJune 23, 1935.\nP. L. Sperr.\n","Marine Park & Marine Park Beach., Brooklyn, NY",https://www.oldnyc.org/#705582f-a,http://oldnyc-assets.nypl.org/600px/705582f-a.jpg,http://digitalcollections.nypl.org/items/0453e170-c537-012f-8bba-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.92083,40.59804]}"
705583f-a,Brooklyn: Marine Park - Marine Park Beach.,st:Photo,1935,1935,04aab980-c537-012f-d1a1-58d385a7bc34,705583f,"Marine Park, showing boats at anchorage at Marine Park Beach. In the left background is the Admtnistrative buildings of Floyd Bennett Field. The writer believes this view is south east and that the boats are\nanchored in Mill Creek.\nJune 23, 1935.\nP. L. Sperr.\n","Marine Park & Marine Park Beach., Brooklyn, NY",https://www.oldnyc.org/#705583f-a,http://oldnyc-assets.nypl.org/600px/705583f-a.jpg,http://digitalcollections.nypl.org/items/04aab980-c537-012f-d1a1-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.92083,40.59804]}"
705584f-a,Brooklyn: Marine Park - Marine Park Canal.,st:Photo,1935,1935,050cfe60-c537-012f-0eb5-58d385a7bc34,705584f,"Marine Park: A view of Marine Park Canal.\nJune 23, 1935.\nP. L. Sperr.\n","Marine Park & Marine Park Canal., Brooklyn, NY",https://www.oldnyc.org/#705584f-a,http://oldnyc-assets.nypl.org/600px/705584f-a.jpg,http://digitalcollections.nypl.org/items/050cfe60-c537-012f-0eb5-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.92083,40.59804]}"
705585f-a,Brooklyn: Marine Park - Marine Park Canal.,st:Photo,1935,1935,05731b90-c537-012f-dbc8-58d385a7bc34,705585f,"Marine Park: At Marine Park Canal, showing a refreshment truck catering\nto the wants of the bathers. This view is east.\nJune 23, 1935.\nP. L. Sperr.\n","Marine Park & Marine Park Canal., Brooklyn, NY",https://www.oldnyc.org/#705585f-a,http://oldnyc-assets.nypl.org/600px/705585f-a.jpg,http://digitalcollections.nypl.org/items/05731b90-c537-012f-dbc8-58d385a7bc34,"{""type"":""Point"",""coordinates"":[-73.92083,40.59804]}"
